Frame,ID,Label,x1,y1,x2,y2
65,5,player,962,383,1013,475
65,10,player,1066,311,1109,398
65,0,player,611,378,664,451
65,23,player,331,401,373,498
65,3,player,336,454,397,556
65,17,player,559,392,619,466
65,2,player,882,222,911,289
65,15,player,534,179,564,249
65,1,player,471,179,493,243
65,4,player,112,283,135,369
65,6,player,855,115,873,163
65,7,player,1099,167,1146,216
65,16,player,835,250,863,324
65,13,player,692,121,715,175
66,10,player,1053,314,1101,401
66,5,player,962,383,1011,475
66,23,player,323,400,365,500
66,2,player,873,224,903,290
66,0,player,614,376,664,447
66,6,player,849,117,867,164
66,15,player,527,180,556,251
66,4,player,104,285,129,370
66,3,player,333,476,388,556
66,7,player,1102,169,1145,215
66,1,player,464,180,485,244
66,0,player,572,390,617,460
66,0,player,553,390,617,465
66,3,player,367,454,393,517
66,16,player,832,251,858,324
66,9,player,676,238,707,314
67,10,player,1045,317,1093,403
67,5,player,964,383,1009,475
67,24,player,616,374,665,448
67,23,player,310,400,356,500
67,2,player,866,225,896,291
67,3,player,333,468,384,555
67,15,player,519,180,548,251
67,6,player,843,119,860,165
67,1,player,455,180,476,244
67,4,player,97,285,121,372
67,7,player,1103,170,1140,216
67,0,player,551,389,617,463
67,13,player,676,122,702,178
67,3,player,363,453,391,511
68,0,player,552,388,618,460
68,10,player,1038,320,1087,405
68,3,player,332,453,384,555
68,5,player,961,383,1008,475
68,23,player,301,399,347,500
68,2,player,858,226,888,291
68,24,player,622,373,666,448
68,6,player,835,120,853,165
68,15,player,510,182,540,251
68,4,player,89,286,113,372
68,7,player,1100,170,1137,215
68,1,player,447,181,468,245
68,9,player,661,242,690,315
68,25,player,1198,82,1221,129
69,0,player,555,388,622,460
69,10,player,1028,322,1082,407
69,5,player,959,383,1006,474
69,23,player,292,399,339,494
69,3,player,333,452,382,555
69,24,player,624,372,666,449
69,6,player,828,121,848,165
69,2,player,851,227,880,293
69,7,player,1094,170,1133,218
69,15,player,502,183,531,253
69,4,player,80,287,106,373
69,9,player,652,244,680,316
69,1,player,438,182,459,246
69,13,player,662,125,688,179
70,10,player,1021,323,1079,409
70,23,player,283,399,329,493
70,2,player,843,229,873,293
70,0,player,558,387,620,459
70,24,player,622,369,668,452
70,5,player,950,383,1004,475
70,3,player,334,452,377,557
70,9,player,644,246,672,318
70,15,player,493,183,522,254
70,4,player,70,287,97,373
70,6,player,821,121,842,166
70,1,player,429,182,449,246
70,7,player,1090,170,1129,220
70,13,player,655,126,681,180
70,25,player,1183,82,1205,130
71,10,player,1014,324,1079,409
71,5,player,946,383,1001,475
71,23,player,273,398,320,495
71,24,player,623,366,668,446
71,3,player,329,454,370,559
71,0,player,554,385,621,458
71,4,player,59,287,88,374
71,6,player,813,122,836,169
71,15,player,483,184,512,255
71,2,player,835,230,867,295
71,13,player,648,126,672,179
71,1,player,418,182,440,247
71,9,player,635,246,662,318
71,7,player,1087,171,1126,216
72,10,player,1007,324,1075,410
72,5,player,943,384,1001,475
72,23,player,264,397,311,495
72,24,player,625,364,669,440
72,2,player,826,232,859,296
72,15,player,475,184,503,254
72,0,player,567,384,618,442
72,4,player,48,289,79,376
72,7,player,1083,173,1123,221
72,6,player,805,122,829,170
72,1,player,406,182,430,247
72,3,player,321,455,365,560
72,9,player,627,246,654,318
72,13,player,640,126,666,180
73,10,player,1004,326,1068,410
73,3,player,312,457,360,562
73,23,player,255,395,303,496
73,24,player,632,363,670,444
73,4,player,37,289,72,377
73,0,player,560,383,617,452
73,13,player,633,126,657,181
73,2,player,819,235,851,295
73,6,player,797,123,823,169
73,1,player,396,183,420,247
73,9,player,617,246,644,320
73,15,player,466,185,493,256
73,7,player,1094,174,1118,222
73,5,player,949,385,1005,475
73,5,player,939,385,999,464
74,10,player,1003,327,1060,411
74,23,player,246,395,294,495
74,0,player,547,384,612,457
74,3,player,302,459,354,563
74,4,player,26,291,63,378
74,24,player,636,361,670,444
74,6,player,791,124,815,171
74,15,player,456,185,483,257
74,2,player,810,237,843,297
74,1,player,387,183,409,248
74,7,player,1083,175,1113,222
74,9,player,608,247,635,322
74,5,player,950,386,1004,475
74,13,player,624,127,649,181
74,2,player,774,257,812,331
74,5,player,939,385,997,443
75,10,player,1001,328,1055,411
75,5,player,941,383,1002,475
75,0,player,548,385,608,457
75,7,player,1079,175,1111,222
75,24,player,628,360,667,445
75,23,player,236,390,286,491
75,3,player,292,459,351,564
75,4,player,14,292,56,379
75,1,player,376,183,399,248
75,13,player,616,126,640,181
75,2,player,803,239,834,297
75,9,player,598,247,626,325
75,15,player,446,185,472,257
75,6,player,786,124,809,171
75,2,player,767,258,805,332
76,23,player,228,392,278,488
76,10,player,1001,329,1049,412
76,24,player,624,358,668,442
76,3,player,283,461,345,565
76,5,player,936,382,997,476
76,0,player,553,386,606,456
76,7,player,1072,174,1108,221
76,2,player,792,240,828,299
76,4,player,4,293,48,381
76,13,player,608,127,632,181
76,1,player,366,183,388,248
76,6,player,779,124,802,172
76,15,player,436,186,462,257
76,9,player,588,250,618,325
76,2,player,758,257,797,332
77,3,player,277,462,339,566
77,10,player,995,328,1044,412
77,5,player,929,381,990,476
77,4,player,0,294,37,381
77,24,player,625,356,669,437
77,23,player,221,392,270,486
77,2,player,783,240,823,300
77,0,player,553,386,603,457
77,7,player,1064,173,1106,221
77,9,player,578,251,609,327
77,15,player,425,186,452,258
77,6,player,772,124,795,172
77,13,player,600,126,623,181
77,1,player,355,183,378,249
77,2,player,752,258,789,332
78,5,player,929,380,983,476
78,10,player,988,328,1039,413
78,23,player,212,395,261,487
78,2,player,775,240,815,301
78,7,player,1060,173,1104,223
78,24,player,632,355,671,437
78,9,player,567,253,600,328
78,4,player,0,295,28,382
78,1,player,344,183,368,249
78,3,player,272,476,331,565
78,0,player,546,386,601,458
78,13,player,592,127,615,181
78,6,player,764,124,788,172
78,15,player,415,186,441,259
78,2,player,746,258,780,332
78,20,player,1267,303,1280,384
78,3,player,297,464,335,526
79,10,player,984,328,1036,417
79,5,player,929,381,976,476
79,2,player,768,240,810,302
79,23,player,206,396,254,489
79,0,player,542,385,604,456
79,3,player,270,464,329,564
79,24,player,633,355,670,437
79,9,player,557,254,591,328
79,1,player,333,184,358,250
79,7,player,1057,173,1101,224
79,20,player,1255,307,1280,382
79,13,player,585,127,606,181
79,6,player,758,124,781,174
79,8,player,404,187,431,259
79,4,player,0,296,19,386
79,4,player,0,289,11,385
79,26,player,1104,89,1125,130
80,10,player,984,329,1033,420
80,24,player,628,354,671,438
80,23,player,198,396,247,489
80,5,player,927,381,972,476
80,3,player,269,464,323,566
80,2,player,761,240,804,303
80,9,player,550,254,582,329
80,20,player,1241,308,1279,384
80,8,player,392,187,421,260
80,13,player,577,127,597,182
80,1,player,322,184,348,250
80,6,player,751,125,774,175
80,7,player,1056,173,1098,226
80,0,player,564,384,605,438
80,0,player,584,409,604,454
80,4,player,0,317,9,388
80,0,player,545,384,605,453
81,23,player,191,394,240,490
81,10,player,987,332,1029,421
81,5,player,923,379,968,475
81,24,player,630,353,676,429
81,3,player,270,463,319,568
81,2,player,758,242,799,305
81,20,player,1231,309,1271,385
81,1,player,312,184,339,250
81,6,player,744,126,767,174
81,9,player,543,254,574,331
81,13,player,569,128,589,182
81,8,player,380,189,410,260
81,0,player,545,385,607,455
81,7,player,1057,174,1095,223
82,23,player,182,392,231,491
82,10,player,986,334,1026,421
82,5,player,920,378,963,474
82,3,player,263,461,313,569
82,20,player,1222,311,1258,386
82,6,player,740,128,759,174
82,9,player,537,255,565,334
82,2,player,751,243,793,304
82,24,player,635,353,683,427
82,7,player,1060,174,1092,225
82,1,player,302,184,329,251
82,0,player,550,386,607,454
82,13,player,560,128,579,182
82,8,player,370,189,399,261
82,0,player,570,386,607,456
83,10,player,980,335,1024,423
83,23,player,172,389,224,488
83,3,player,254,460,307,569
83,5,player,918,377,960,475
83,20,player,1213,311,1247,387
83,6,player,731,128,752,175
83,7,player,1055,171,1088,224
83,9,player,528,255,555,335
83,2,player,748,243,788,305
83,8,player,360,188,389,262
83,1,player,290,184,319,250
83,13,player,551,128,570,183
83,24,player,641,353,672,430
83,0,player,556,386,607,455
84,10,player,970,337,1024,422
84,23,player,164,388,218,484
84,24,player,631,354,680,430
84,3,player,247,459,302,572
84,2,player,742,244,783,305
84,1,player,280,184,309,251
84,20,player,1204,312,1237,388
84,5,player,916,377,955,475
84,9,player,519,257,546,336
84,13,player,541,128,561,183
84,6,player,722,127,746,174
84,7,player,1049,170,1086,224
84,0,player,564,385,608,458
84,8,player,350,189,378,263
85,3,player,239,458,295,571
85,24,player,623,352,679,431
85,10,player,961,336,1023,424
85,23,player,157,387,209,483
85,7,player,1044,169,1083,227
85,6,player,713,127,739,177
85,20,player,1194,313,1227,389
85,5,player,912,377,953,474
85,13,player,532,129,553,184
85,0,player,556,382,610,458
85,1,player,270,184,298,251
85,9,player,510,258,537,337
85,8,player,341,190,367,264
85,2,player,732,243,779,305
86,10,player,957,338,1021,428
86,3,player,232,459,291,571
86,24,player,622,350,684,428
86,2,player,726,244,774,306
86,23,player,152,388,201,483
86,13,player,521,129,545,184
86,5,player,910,379,952,473
86,0,player,550,380,611,456
86,20,player,1183,314,1216,389
86,6,player,704,127,732,179
86,7,player,1040,169,1081,228
86,8,player,330,190,357,265
86,9,player,500,259,527,338
86,1,player,259,184,288,251
87,10,player,957,337,1017,429
87,3,player,227,461,285,570
87,5,player,906,379,952,473
87,24,player,623,349,678,423
87,23,player,147,389,192,484
87,13,player,511,129,536,184
87,6,player,696,127,725,180
87,20,player,1173,315,1205,390
87,1,player,249,184,277,251
87,2,player,718,244,768,308
87,8,player,319,190,345,265
87,7,player,1039,170,1077,229
87,9,player,490,261,517,338
87,0,player,549,379,615,457
88,3,player,224,463,277,571
88,10,player,961,337,1012,428
88,5,player,902,381,949,474
88,0,player,550,379,618,460
88,24,player,628,348,679,424
88,2,player,712,245,764,310
88,13,player,501,129,528,184
88,20,player,1163,316,1195,389
88,6,player,691,128,718,179
88,23,player,144,391,182,483
88,1,player,238,184,263,252
88,8,player,307,191,334,265
88,9,player,480,260,508,339
88,7,player,1044,170,1073,230
88,7,player,1048,174,1075,225
89,3,player,223,463,271,571
89,23,player,133,389,174,486
89,5,player,896,378,944,472
89,13,player,490,129,518,184
89,9,player,471,259,497,338
89,6,player,682,129,710,179
89,8,player,295,191,322,266
89,24,player,637,349,680,425
89,1,player,226,184,249,251
89,20,player,1150,318,1184,384
89,10,player,969,337,1007,427
89,2,player,710,247,757,311
89,7,player,1038,172,1067,229
89,0,player,576,379,614,460
89,0,player,557,379,613,459
89,10,player,966,353,1002,429
89,10,player,966,382,991,429
90,5,player,886,375,937,472
90,23,player,121,390,164,486
90,3,player,223,463,261,573
90,9,player,460,259,487,338
90,8,player,282,190,310,267
90,13,player,479,128,506,185
90,6,player,677,130,702,179
90,7,player,1037,173,1062,229
90,0,player,567,379,609,461
90,10,player,973,337,1002,412
90,1,player,214,184,237,251
90,10,player,969,381,992,429
90,20,player,1139,318,1172,388
90,24,player,635,349,682,425
90,2,player,709,249,749,309
90,14,player,648,262,690,338
91,5,player,884,373,928,468
91,3,player,211,463,255,574
91,23,player,108,388,156,487
91,24,player,629,345,683,426
91,6,player,669,129,693,179
91,7,player,1027,172,1056,227
91,8,player,269,190,296,267
91,2,player,705,250,741,312
91,13,player,470,128,495,185
91,1,player,201,184,223,251
91,0,player,569,379,610,461
91,20,player,1127,318,1161,389
91,9,player,447,258,477,338
91,10,player,968,339,998,402
91,10,player,965,377,991,433
91,14,player,637,262,680,336
92,23,player,95,386,148,486
92,5,player,880,372,919,465
92,0,player,562,377,609,462
92,20,player,1115,319,1149,389
92,6,player,659,129,686,179
92,7,player,1017,171,1052,225
92,24,player,628,343,684,417
92,8,player,255,190,282,266
92,13,player,460,128,485,185
92,1,player,187,184,211,252
92,3,player,209,461,246,572
92,10,player,966,341,993,404
92,14,player,625,263,670,337
92,10,player,965,387,986,435
92,2,player,694,264,732,311
92,9,player,434,258,466,338
92,2,player,695,247,737,302
92,3,player,198,536,221,574
93,23,player,84,384,140,485
93,0,player,555,376,610,460
93,3,player,187,459,239,575
93,5,player,872,371,912,464
93,7,player,1009,171,1047,228
93,6,player,648,128,677,179
93,24,player,627,342,683,413
93,13,player,450,129,473,185
93,20,player,1102,320,1138,389
93,8,player,240,191,269,267
93,9,player,422,259,456,340
93,10,player,960,342,988,436
93,1,player,174,184,197,252
93,2,player,685,265,729,311
93,2,player,686,247,730,307
93,14,player,616,264,660,336
93,27,player,1269,209,1280,267
94,23,player,74,384,131,483
94,3,player,176,459,233,575
94,10,player,949,342,990,436
94,0,player,548,376,609,461
94,5,player,865,371,903,463
94,6,player,638,128,668,180
94,9,player,409,260,445,340
94,7,player,1000,170,1042,229
94,8,player,227,191,255,268
94,13,player,441,128,462,184
94,20,player,1090,320,1125,387
94,24,player,635,342,674,416
94,1,player,162,183,183,252
94,2,player,691,247,725,305
94,2,player,676,258,706,310
94,14,player,608,265,651,337
94,2,player,678,247,725,309
94,11,player,1268,198,1280,263
95,3,player,166,461,228,575
95,5,player,840,369,895,462
95,23,player,64,384,123,480
95,10,player,936,342,993,437
95,9,player,396,260,433,341
95,6,player,628,128,659,181
95,8,player,213,191,242,267
95,7,player,994,171,1034,228
95,20,player,1078,320,1114,389
95,13,player,430,128,449,185
95,2,player,684,246,719,310
95,24,player,640,341,675,416
95,1,player,148,184,170,252
95,0,player,546,375,615,462
95,11,player,1261,217,1280,271
95,14,player,603,265,641,337
95,0,player,571,381,616,465
95,3,player,166,495,227,575
96,23,player,57,385,114,480
96,5,player,832,367,887,457
96,3,player,159,461,216,574
96,10,player,930,339,990,438
96,0,player,543,375,617,464
96,6,player,620,128,650,181
96,20,player,1066,319,1102,388
96,8,player,199,191,228,269
96,9,player,384,260,419,340
96,24,player,629,339,677,415
96,13,player,417,127,439,184
96,11,player,1250,214,1280,270
96,2,player,681,246,713,314
96,1,player,134,183,156,251
96,7,player,992,173,1028,225
96,14,player,598,265,633,337
97,23,player,51,387,105,481
97,3,player,154,463,209,574
97,5,player,830,365,881,452
97,10,player,932,342,981,442
97,24,player,624,336,680,413
97,9,player,370,260,407,341
97,8,player,185,191,215,270
97,20,player,1054,319,1091,388
97,6,player,614,128,640,180
97,13,player,403,127,427,184
97,0,player,571,376,612,467
97,1,player,121,183,142,251
97,11,player,1242,210,1280,271
97,7,player,992,174,1022,226
97,2,player,677,247,705,310
97,14,player,591,266,624,337
98,23,player,49,387,101,481
98,3,player,150,464,203,575
98,5,player,831,364,873,451
98,9,player,358,258,396,341
98,24,player,620,333,685,409
98,20,player,1043,318,1079,388
98,13,player,390,126,416,184
98,8,player,171,191,202,269
98,6,player,608,128,630,181
98,11,player,1233,208,1280,272
98,2,player,662,246,699,314
98,7,player,989,172,1021,227
98,1,player,108,183,128,251
98,0,player,574,377,599,467
98,10,player,943,344,975,432
98,10,player,938,384,972,442
98,14,player,579,263,618,336
98,28,player,1269,276,1280,334
99,3,player,147,463,196,577
99,23,player,41,386,93,482
99,5,player,827,363,868,450
99,11,player,1232,207,1279,273
99,13,player,377,127,407,184
99,9,player,347,258,383,340
99,6,player,595,128,621,181
99,8,player,157,192,188,269
99,2,player,661,245,693,309
99,0,player,553,376,596,468
99,1,player,94,183,113,251
99,24,player,621,332,681,408
99,20,player,1030,319,1067,378
99,7,player,984,170,1012,225
99,10,player,939,381,967,442
99,10,player,941,345,972,396
99,20,player,1034,329,1067,387
99,28,player,1267,275,1280,329
99,14,player,567,261,609,337
100,3,player,136,463,186,578
100,23,player,30,384,82,484
100,5,player,816,362,863,450
100,20,player,1018,319,1055,389
100,6,player,583,128,611,180
100,13,player,363,126,397,184
100,9,player,337,259,372,340
100,11,player,1232,208,1274,272
100,24,player,626,331,672,408
100,7,player,974,168,1005,227
100,8,player,142,192,172,270
100,0,player,559,374,594,469
100,2,player,652,244,687,305
100,1,player,78,183,98,252
100,10,player,931,345,963,442
100,28,player,1266,279,1280,327
101,5,player,804,359,856,448
101,10,player,917,346,967,443
101,23,player,15,382,75,484
101,7,player,965,168,1000,230
101,3,player,122,461,174,578
101,13,player,349,127,383,184
101,11,player,1227,210,1269,272
101,20,player,1006,320,1042,390
101,6,player,572,128,602,183
101,2,player,641,242,681,313
101,0,player,549,373,594,468
101,9,player,329,259,361,340
101,8,player,127,192,158,271
101,24,player,639,330,669,409
101,1,player,63,183,85,251
101,28,player,1266,280,1280,337
101,14,player,544,260,591,337
102,5,player,792,355,847,444
102,3,player,108,460,165,578
102,0,player,539,372,592,468
102,10,player,905,348,966,445
102,2,player,629,243,675,314
102,11,player,1215,210,1266,271
102,7,player,958,168,995,230
102,6,player,561,128,592,184
102,23,player,4,379,67,481
102,20,player,994,321,1029,389
102,13,player,335,127,369,184
102,8,player,112,192,143,271
102,1,player,46,183,71,252
102,24,player,634,329,669,409
102,9,player,320,258,348,341
102,14,player,534,261,579,337
102,28,player,1255,280,1280,333
103,23,player,0,380,56,478
103,5,player,791,353,839,439
103,11,player,1204,210,1257,271
103,0,player,539,372,598,468
103,20,player,981,321,1017,389
103,2,player,620,243,669,313
103,10,player,899,347,961,445
103,6,player,551,127,583,184
103,3,player,97,460,158,579
103,24,player,630,350,669,408
103,13,player,322,127,355,183
103,1,player,28,183,60,251
103,7,player,949,169,988,231
103,8,player,96,192,127,271
103,9,player,308,258,336,342
103,28,player,1238,274,1280,333
103,24,player,633,328,669,401
104,3,player,88,461,149,577
104,23,player,0,380,45,478
104,0,player,532,373,600,468
104,1,player,13,184,48,252
104,20,player,969,322,1004,389
104,2,player,613,244,663,315
104,24,player,631,327,673,404
104,5,player,790,351,831,440
104,13,player,311,126,342,183
104,10,player,906,347,959,445
104,9,player,294,260,323,343
104,8,player,81,192,113,272
104,11,player,1199,211,1253,274
104,6,player,544,128,573,183
104,7,player,948,171,980,232
104,28,player,1233,272,1280,330
105,3,player,78,463,139,578
105,23,player,0,381,33,481
105,5,player,783,350,822,440
105,10,player,905,346,958,446
105,0,player,553,375,595,470
105,2,player,610,245,653,315
105,11,player,1194,211,1247,275
105,9,player,279,260,311,343
105,1,player,0,183,36,253
105,20,player,955,323,993,389
105,8,player,65,192,99,272
105,24,player,635,327,672,401
105,13,player,300,125,328,182
105,6,player,540,129,562,183
105,7,player,947,171,973,231
105,28,player,1228,268,1280,330
105,11,player,1256,209,1279,264
106,5,player,777,347,815,439
106,3,player,75,465,127,580
106,20,player,943,323,980,390
106,7,player,938,171,965,229
106,9,player,264,260,300,343
106,6,player,529,128,552,182
106,23,player,0,383,22,483
106,1,player,0,182,21,253
106,10,player,905,344,955,445
106,24,player,636,328,677,401
106,11,player,1197,212,1242,275
106,2,player,607,246,644,315
106,8,player,50,192,83,272
106,0,player,553,377,583,473
106,13,player,290,123,315,181
106,28,player,1226,268,1276,328
106,27,player,1262,208,1280,275
107,24,player,624,327,677,400
107,3,player,72,466,116,580
107,5,player,761,342,807,439
107,9,player,249,262,289,344
107,10,player,899,343,945,442
107,11,player,1201,212,1238,274
107,6,player,517,127,543,182
107,7,player,927,169,959,229
107,1,player,36,192,68,273
107,10,player,931,323,968,390
107,2,player,607,245,636,315
107,13,player,279,123,302,180
107,0,player,549,378,575,471
107,23,player,0,384,13,465
107,28,player,1230,270,1268,330
107,11,player,1249,227,1275,276
107,11,player,1249,211,1278,273
107,11,player,1249,265,1273,312
107,27,player,1257,204,1280,273
108,24,player,618,326,673,396
108,5,player,757,340,799,430
108,3,player,68,466,107,582
108,9,player,235,262,277,344
108,7,player,917,168,953,227
108,6,player,506,127,533,183
108,10,player,897,342,940,441
108,29,player,1194,212,1233,274
108,2,player,597,245,631,316
108,1,player,22,192,53,273
108,0,player,539,378,575,472
108,10,player,919,323,955,384
108,13,player,269,122,289,180
108,11,player,1225,262,1264,331
108,27,player,1240,204,1280,273
109,30,player,469,258,515,337
109,5,player,751,339,791,421
109,7,player,906,167,947,231
109,24,player,617,325,674,398
109,10,player,894,342,935,441
109,6,player,494,129,523,185
109,9,player,218,262,265,345
109,2,player,587,244,625,316
109,11,player,1213,260,1259,331
109,3,player,56,465,97,580
109,1,player,10,192,40,274
109,0,player,530,375,574,474
109,29,player,1182,211,1227,276
109,13,player,256,123,277,181
109,10,player,907,324,945,385
109,27,player,1234,203,1280,260
110,2,player,577,243,619,316
110,0,player,519,374,572,472
110,9,player,206,262,252,345
110,5,player,744,336,784,421
110,3,player,37,465,88,584
110,6,player,484,128,516,184
110,29,player,1170,211,1223,274
110,11,player,1203,257,1257,330
110,1,player,0,192,25,275
110,24,player,620,326,665,397
110,10,player,891,342,933,443
110,7,player,898,168,942,230
110,30,player,458,263,508,337
110,27,player,1224,204,1276,271
110,13,player,242,123,265,182
110,10,player,896,323,934,387
111,3,player,25,463,83,585
111,2,player,569,242,617,315
111,9,player,194,262,239,345
111,0,player,512,373,574,471
111,11,player,1201,259,1254,329
111,6,player,475,127,507,185
111,30,player,449,261,500,337
111,5,player,742,336,777,422
111,7,player,895,169,936,232
111,10,player,892,343,931,445
111,24,player,630,326,660,398
111,29,player,1172,212,1219,275
111,27,player,1226,205,1272,272
111,13,player,227,122,254,183
111,10,player,885,323,922,382
111,1,player,0,192,12,255
111,31,player,1266,548,1280,639
112,2,player,562,242,614,315
112,3,player,14,463,77,584
112,9,player,185,262,226,346
112,0,player,508,373,574,471
112,5,player,736,336,772,421
112,13,player,213,123,244,182
112,6,player,469,128,496,186
112,11,player,1200,257,1246,330
112,10,player,888,347,928,447
112,10,player,872,322,912,388
112,29,player,1176,212,1215,272
112,27,player,1220,206,1268,273
112,7,player,895,171,928,232
112,24,player,632,325,665,397
112,3,player,14,498,79,584
112,31,player,1261,550,1280,616
112,30,player,443,263,489,337
113,3,player,5,464,70,583
113,0,player,507,374,570,472
113,2,player,557,243,607,316
113,10,player,883,349,932,448
113,13,player,199,124,232,181
113,9,player,176,261,212,347
113,6,player,463,128,486,184
113,11,player,1201,259,1240,329
113,24,player,627,325,675,396
113,7,player,892,171,925,231
113,27,player,1180,212,1210,273
113,5,player,728,335,765,419
113,32,player,862,321,901,389
113,27,player,1224,207,1263,271
113,5,player,728,335,755,420
113,31,player,1261,552,1280,616
113,30,player,437,263,479,337
113,3,player,5,499,70,583
113,27,player,1209,215,1248,270
114,3,player,0,466,55,582
114,10,player,871,349,935,448
114,32,player,854,320,890,389
114,13,player,186,124,221,181
114,9,player,167,261,199,347
114,24,player,622,324,681,398
114,2,player,556,243,596,316
114,6,player,458,128,477,184
114,7,player,889,171,919,231
114,11,player,1205,255,1236,328
114,27,player,1217,207,1259,268
114,0,player,513,376,557,473
114,5,player,718,332,759,418
114,27,player,1170,212,1208,273
114,31,player,1266,547,1280,614
115,10,player,859,348,933,447
115,3,player,0,467,46,583
115,2,player,553,243,593,316
115,11,player,1194,252,1232,328
115,24,player,621,323,674,399
115,32,player,845,319,880,389
115,13,player,173,124,208,181
115,0,player,518,377,554,473
115,27,player,1160,211,1206,277
115,6,player,446,127,469,184
115,7,player,879,169,913,228
115,9,player,160,261,188,347
115,5,player,701,356,740,413
115,29,player,1223,208,1256,259
115,5,player,717,331,753,390
115,30,player,432,262,466,338
116,3,player,0,467,38,585
116,0,player,516,378,555,473
116,10,player,854,348,925,447
116,24,player,623,320,663,399
116,7,player,870,167,906,228
116,2,player,554,242,587,316
116,13,player,161,122,195,181
116,11,player,1185,248,1227,328
116,6,player,434,125,460,183
116,32,player,836,319,873,389
116,9,player,151,260,175,348
116,27,player,1156,211,1204,269
116,29,player,1220,205,1254,258
116,5,player,688,334,742,407
116,5,player,714,329,748,386
117,10,player,856,350,920,448
117,0,player,505,375,554,473
117,6,player,422,124,453,185
117,5,player,677,329,739,405
117,2,player,544,241,580,316
117,7,player,862,167,901,228
117,29,player,1215,204,1253,276
117,24,player,622,320,650,398
117,13,player,151,121,181,181
117,11,player,1178,246,1226,324
117,3,player,0,465,33,588
117,9,player,137,260,163,347
117,11,player,1158,211,1200,272
117,32,player,827,319,862,367
117,32,player,830,340,862,388
117,31,player,1265,546,1280,635
118,0,player,497,374,551,471
118,10,player,854,350,919,447
118,2,player,534,240,573,316
118,24,player,618,316,648,399
118,7,player,855,166,897,229
118,11,player,1174,246,1222,320
118,29,player,1211,205,1250,278
118,6,player,411,123,446,183
118,9,player,122,260,152,347
118,13,player,140,121,168,181
118,5,player,675,329,739,403
118,11,player,1152,212,1196,276
118,3,player,0,464,24,558
118,32,player,815,319,855,381
118,31,player,1259,526,1280,616
118,32,player,815,333,856,389
119,24,player,610,313,648,399
119,10,player,860,349,915,447
119,0,player,490,372,556,467
119,6,player,401,124,437,184
119,2,player,523,241,566,316
119,9,player,107,261,144,348
119,11,player,1171,242,1219,320
119,11,player,1207,207,1246,279
119,7,player,849,166,891,230
119,5,player,675,327,733,402
119,27,player,1157,212,1193,283
119,13,player,131,119,155,178
119,32,player,802,319,846,388
119,31,player,1255,521,1280,609
119,3,player,0,467,15,566
119,3,player,0,445,15,550
119,3,player,0,441,14,523
120,10,player,860,348,911,447
120,0,player,492,372,554,466
120,32,player,789,317,838,388
120,2,player,513,240,562,316
120,9,player,91,261,134,348
120,24,player,601,311,649,397
120,5,player,664,324,721,402
120,6,player,392,124,424,183
120,11,player,1206,206,1239,280
120,27,player,1154,211,1190,283
120,13,player,119,118,142,177
120,7,player,856,167,882,231
120,11,player,1169,244,1215,320
120,31,player,1256,522,1280,609
121,24,player,595,310,645,394
121,10,player,849,345,908,445
121,0,player,493,372,546,466
121,5,player,655,323,712,401
121,9,player,75,260,121,348
121,2,player,509,241,555,317
121,6,player,383,125,413,183
121,11,player,1141,209,1185,284
121,27,player,1202,206,1232,278
121,11,player,1166,243,1204,318
121,13,player,106,117,124,180
121,7,player,843,168,871,230
121,32,player,778,321,831,389
121,31,player,1263,522,1280,617
122,10,player,840,343,902,442
122,32,player,761,315,819,387
122,24,player,592,309,639,394
122,9,player,59,260,104,349
122,11,player,1190,204,1226,275
122,0,player,483,372,531,467
122,7,player,839,168,863,229
122,6,player,375,125,402,182
122,5,player,662,321,705,397
122,13,player,89,117,111,179
122,2,player,515,244,540,316
122,33,player,1151,244,1189,319
122,33,player,1134,209,1180,280
122,5,player,649,324,704,401
122,31,player,1268,518,1280,630
123,10,player,831,343,898,441
123,32,player,751,312,806,389
123,9,player,41,260,88,349
123,24,player,589,309,630,393
123,7,player,825,167,856,227
123,6,player,367,125,389,182
123,13,player,72,117,97,179
123,33,player,1141,240,1183,318
123,5,player,666,319,699,389
123,11,player,1146,209,1175,262
123,0,player,487,371,524,468
123,2,player,500,243,530,316
123,11,player,1184,204,1220,266
123,31,player,1259,512,1280,611
123,34,player,358,254,391,335
123,5,player,644,345,686,399
124,10,player,825,342,893,441
124,24,player,577,311,624,393
124,9,player,24,260,70,350
124,13,player,54,117,86,180
124,7,player,812,166,849,226
124,0,player,485,369,520,466
124,5,player,650,318,691,396
124,33,player,1128,242,1178,317
124,32,player,742,312,796,390
124,31,player,1246,508,1280,609
124,11,player,1141,209,1171,257
124,2,player,492,244,523,316
124,6,player,353,123,378,182
124,11,player,1174,202,1213,266
124,11,player,1191,228,1213,277
124,34,player,352,253,382,333
125,10,player,823,344,886,442
125,5,player,642,318,684,397
125,32,player,732,311,788,388
125,9,player,11,259,53,349
125,7,player,802,166,842,230
125,0,player,472,368,518,465
125,2,player,479,242,517,316
125,31,player,1238,507,1280,608
125,33,player,1120,240,1172,315
125,24,player,569,311,618,394
125,13,player,37,117,73,179
125,11,player,1165,202,1209,280
125,6,player,340,123,366,184
125,11,player,1138,211,1164,256
126,0,player,465,367,517,465
126,6,player,329,122,361,185
126,31,player,1234,506,1280,602
126,10,player,827,346,880,443
126,7,player,794,165,839,230
126,24,player,564,309,611,393
